op_count, AVL_tree_split_0, AVL_tree_split_1, AVL_tree_split_2, AVL_tree_split_3, AVL_tree_split_4, Cartesian_tree_split_0, Cartesian_tree_split_1, Cartesian_tree_split_2, Cartesian_tree_split_3, Cartesian_tree_split_4, Red-Black_tree_split_0, Red-Black_tree_split_1, Red-Black_tree_split_2, Red-Black_tree_split_3, Red-Black_tree_split_4, Skip_list_split_0, Skip_list_split_1, Skip_list_split_2, Skip_list_split_3, Skip_list_split_4, Splay_tree_split_0, Splay_tree_split_1, Splay_tree_split_2, Splay_tree_split_3, Splay_tree_split_4, Stdlib_set_split_0, Stdlib_set_split_1, Stdlib_set_split_2, Stdlib_set_split_3, Stdlib_set_split_4
1501, 1.943, 1.919, 1.907, 1.918, 1.915, 0.511, 0.542, 0.565, 0.605, 0.596, 1.170, 1.164, 1.166, 1.163, 1.178, 1.116, 1.019, 1.001, 0.980, 1.013, 0.378, 0.293, 0.293, 0.294, 0.294, 0.082, 0.071, 0.071, 0.069, 0.069
2253, 3.042, 3.020, 3.021, 3.009, 2.986, 0.788, 0.859, 0.951, 0.783, 0.870, 1.821, 1.822, 1.829, 1.817, 1.819, 1.633, 1.474, 1.627, 1.612, 1.601, 0.558, 0.438, 0.437, 0.438, 0.438, 0.123, 0.109, 0.110, 0.108, 0.107
3383, 4.782, 4.697, 4.688, 4.690, 4.684, 1.524, 1.410, 1.320, 1.292, 1.351, 2.853, 2.854, 2.854, 2.864, 2.945, 40.555, 3.098, 2.191, 2.204, 2.290, 0.871, 0.658, 0.658, 0.657, 0.658, 0.190, 0.167, 0.165, 0.167, 0.165
5080, 7.521, 7.401, 7.371, 7.405, 7.370, 2.022, 2.247, 2.115, 2.078, 2.154, 4.890, 4.568, 4.487, 4.500, 4.504, 4.263, 3.739, 3.446, 3.786, 3.592, 1.267, 0.986, 0.988, 0.987, 0.988, 0.309, 0.265, 0.257, 0.265, 0.255
7626, 11.771, 11.635, 11.462, 11.623, 11.574, 3.276, 3.150, 3.333, 3.164, 3.169, 7.077, 7.120, 7.096, 7.112, 7.145, 6.087, 6.560, 5.785, 6.090, 5.574, 1.977, 1.482, 1.495, 1.482, 1.480, 0.483, 0.449, 0.412, 0.423, 0.415
11450, 18.424, 18.365, 18.100, 18.233, 18.106, 5.071, 5.272, 4.855, 4.991, 4.856, 11.134, 11.171, 11.184, 11.170, 11.160, 10.075, 9.160, 9.047, 9.329, 8.817, 3.142, 2.224, 2.238, 2.224, 2.226, 0.777, 0.733, 0.653, 0.704, 0.647
17190, 28.613, 28.499, 28.082, 28.272, 28.136, 7.947, 8.960, 7.528, 7.942, 8.041, 17.441, 17.746, 17.413, 17.471, 17.433, 15.080, 14.893, 13.939, 13.670, 14.262, 5.063, 3.348, 3.398, 3.349, 3.355, 1.243, 1.135, 1.085, 1.149, 1.128
25808, 45.019, 44.570, 44.148, 44.331, 43.927, 12.971, 12.507, 12.935, 13.057, 12.989, 27.214, 27.288, 27.291, 27.121, 27.148, 23.465, 22.851, 22.502, 21.462, 21.866, 7.652, 5.050, 5.042, 5.020, 5.028, 2.177, 1.936, 1.954, 1.927, 1.954
38746, 69.742, 69.540, 67.961, 68.981, 68.062, 19.939, 17.935, 20.225, 19.517, 18.650, 41.929, 42.176, 42.157, 42.254, 42.118, 35.121, 33.297, 34.095, 34.148, 35.668, 11.632, 7.560, 7.541, 7.529, 7.541, 4.256, 3.883, 3.967, 3.912, 4.012
58170, 109.177, 109.942, 105.960, 106.812, 106.225, 31.526, 30.803, 29.266, 30.555, 30.625, 65.921, 66.250, 65.835, 66.267, 65.901, 56.022, 74.506, 52.612, 53.071, 52.389, 17.119, 11.374, 11.398, 11.364, 11.390, 7.248, 6.089, 6.600, 6.191, 6.722
87332, 170.650, 167.665, 164.782, 166.114, 165.267, 46.120, 46.402, 50.329, 46.053, 45.666, 101.967, 102.254, 102.006, 102.361, 102.315, 83.509, 81.592, 80.742, 83.016, 82.199, 25.989, 17.130, 17.184, 17.126, 17.170, 11.831, 13.098, 12.258, 13.116, 12.418
131113, 262.742, 259.784, 256.288, 256.659, 255.065, 72.627, 74.401, 69.712, 70.174, 74.194, 158.581, 159.115, 158.773, 159.421, 158.607, 132.976, 118.836, 127.911, 130.772, 129.264, 38.943, 26.218, 25.770, 25.757, 25.807, 19.325, 18.376, 18.220, 18.957, 22.896
196841, 414.778, 402.382, 417.291, 399.627, 410.703, 118.481, 113.621, 112.511, 114.506, 112.403, 245.929, 247.600, 246.202, 248.209, 246.480, 250.445, 184.325, 187.126, 194.107, 193.604, 58.837, 39.116, 40.064, 40.932, 42.163, 36.105, 34.370, 34.167, 34.813, 35.296
295520, 773.308, 731.327, 720.787, 717.519, 717.317, 202.972, 194.841, 212.520, 209.536, 210.882, 445.390, 440.791, 439.648, 442.999, 447.297, 368.256, 333.242, 339.019, 330.660, 358.728, 100.523, 93.539, 69.216, 69.328, 69.399, 67.111, 61.129, 61.163, 62.184, 63.181
443668, 1219.337, 1171.399, 1159.537, 1158.697, 1139.986, 311.631, 326.175, 325.960, 323.341, 340.188, 707.943, 754.224, 697.417, 718.669, 715.758, 647.532, 536.887, 609.358, 597.565, 591.273, 156.689, 107.255, 107.129, 107.228, 107.386, 104.454, 91.759, 95.427, 92.861, 92.734
666084, 2134.594, 2333.845, 1791.575, 1773.862, 1774.798, 535.043, 494.345, 498.877, 486.966, 525.346, 1103.279, 1108.571, 1096.060, 1106.898, 1099.219, 988.602, 872.299, 854.031, 867.609, 890.907, 239.703, 165.732, 160.455, 160.053, 161.331, 162.436, 149.749, 146.347, 148.241, 144.855
1000000, 2914.658, 2903.163, 2829.642, 2758.563, 2746.424, 794.237, 824.213, 770.921, 783.975, 780.061, 1686.710, 1788.162, 1705.577, 1696.998, 1694.820, 1525.173, 1329.138, 1366.649, 1335.957, 1320.441, 353.185, 242.114, 246.718, 241.875, 255.094, 247.874, 231.291, 225.262, 223.871, 231.385
