op_count, AVL_tree_split_0, AVL_tree_split_1, AVL_tree_split_2, AVL_tree_split_3, AVL_tree_split_4, Cartesian_tree_split_0, Cartesian_tree_split_1, Cartesian_tree_split_2, Cartesian_tree_split_3, Cartesian_tree_split_4, Red-Black_tree_split_0, Red-Black_tree_split_1, Red-Black_tree_split_2, Red-Black_tree_split_3, Red-Black_tree_split_4, Skip_list_split_0, Skip_list_split_1, Skip_list_split_2, Skip_list_split_3, Skip_list_split_4, Splay_tree_split_0, Splay_tree_split_1, Splay_tree_split_2, Splay_tree_split_3, Splay_tree_split_4, Stdlib_set_split_0, Stdlib_set_split_1, Stdlib_set_split_2, Stdlib_set_split_3, Stdlib_set_split_4
295, 0.215, 0.216, 0.215, 0.216, 0.216, 0.051, 0.050, 0.048, 0.056, 0.045, 0.199, 0.183, 0.166, 0.181, 0.140, 0.079, 0.075, 0.080, 0.076, 0.074, 0.172, 0.172, 0.171, 0.171, 0.171, 0.011, 0.011, 0.011, 0.010, 0.010
443, 0.340, 0.342, 0.339, 0.342, 0.339, 0.085, 0.078, 0.071, 0.076, 0.081, 0.215, 0.215, 0.215, 0.216, 0.215, 0.115, 0.114, 0.114, 0.114, 0.112, 0.260, 0.259, 0.259, 0.259, 0.259, 0.017, 0.016, 0.016, 0.016, 0.015
666, 0.659, 0.541, 0.540, 0.541, 0.543, 0.139, 0.159, 0.110, 0.125, 0.116, 0.331, 0.332, 0.332, 0.332, 0.331, 0.171, 0.300, 0.179, 0.180, 0.176, 0.395, 0.394, 0.395, 0.466, 0.395, 0.024, 0.023, 0.023, 0.023, 0.023
999, 0.843, 0.843, 0.844, 0.843, 0.843, 0.247, 0.197, 0.220, 0.174, 0.222, 0.512, 0.521, 0.511, 0.511, 0.511, 0.265, 0.254, 0.273, 0.260, 0.258, 0.595, 0.595, 0.705, 0.595, 0.595, 0.036, 0.036, 0.036, 0.035, 0.035
1501, 1.327, 1.321, 1.320, 1.323, 1.323, 0.306, 0.308, 0.346, 0.336, 0.348, 0.785, 0.786, 0.786, 0.785, 1.209, 0.409, 0.392, 0.408, 0.419, 0.424, 0.899, 0.899, 0.899, 0.899, 0.901, 0.054, 0.053, 0.053, 0.124, 0.054
2253, 2.083, 2.079, 2.078, 2.087, 2.092, 0.457, 0.519, 0.498, 0.480, 0.523, 1.218, 1.213, 1.214, 1.216, 1.215, 0.634, 0.598, 0.629, 0.625, 0.622, 1.350, 1.349, 1.349, 1.348, 1.349, 0.084, 0.084, 0.083, 0.082, 0.082
3383, 3.280, 3.283, 3.288, 3.287, 3.290, 0.746, 0.787, 0.772, 0.824, 0.851, 1.871, 1.874, 1.868, 1.877, 1.915, 0.913, 0.921, 0.948, 0.950, 0.922, 2.030, 2.032, 2.026, 2.030, 2.143, 0.129, 0.125, 0.125, 0.124, 0.125
5080, 5.060, 5.062, 5.053, 5.058, 5.100, 1.194, 1.159, 1.378, 1.331, 1.243, 2.861, 2.951, 2.862, 2.861, 2.861, 1.394, 1.407, 1.424, 1.408, 1.376, 3.047, 3.055, 3.095, 3.057, 3.054, 0.195, 0.201, 0.189, 0.199, 0.191
7626, 8.055, 8.142, 8.167, 8.062, 8.054, 1.835, 1.739, 1.895, 1.917, 2.210, 4.438, 4.506, 4.434, 4.457, 4.507, 2.091, 2.108, 2.083, 2.157, 2.142, 4.574, 4.596, 4.650, 4.610, 4.722, 0.299, 0.295, 0.291, 0.293, 0.296
11450, 13.140, 12.654, 12.596, 12.797, 12.644, 3.068, 2.862, 2.948, 2.996, 3.047, 6.801, 6.823, 6.879, 6.892, 6.841, 3.437, 3.127, 3.377, 3.192, 3.281, 6.927, 6.917, 7.021, 6.944, 6.939, 0.447, 0.447, 0.436, 0.441, 0.444
17190, 19.691, 19.679, 19.624, 19.731, 19.639, 4.552, 4.623, 4.885, 5.217, 4.527, 10.528, 10.502, 10.761, 10.579, 10.489, 5.142, 4.729, 4.731, 4.986, 4.920, 10.396, 10.436, 10.394, 10.505, 10.352, 0.700, 0.677, 0.681, 0.673, 0.678
25808, 30.854, 30.858, 30.785, 30.755, 30.833, 7.636, 7.821, 8.069, 7.546, 7.572, 16.144, 16.259, 16.138, 16.206, 16.130, 8.152, 8.362, 8.166, 7.986, 7.866, 15.662, 15.728, 15.680, 15.729, 15.652, 1.187, 1.074, 1.142, 1.071, 1.141
38746, 47.675, 47.431, 47.370, 47.813, 47.501, 11.401, 10.930, 12.103, 11.718, 11.470, 24.774, 24.709, 24.817, 24.722, 24.646, 11.703, 12.515, 12.120, 12.125, 12.404, 23.444, 23.570, 23.817, 23.763, 23.893, 1.784, 1.764, 1.612, 1.553, 1.586
58170, 74.712, 75.184, 75.671, 74.682, 74.346, 17.600, 17.495, 18.596, 18.483, 18.653, 38.782, 39.209, 39.123, 38.608, 38.907, 19.047, 19.268, 19.433, 19.052, 18.891, 35.365, 35.606, 35.583, 35.717, 35.612, 2.807, 3.327, 2.588, 2.939, 2.511
87332, 115.665, 116.557, 115.372, 116.894, 115.516, 28.805, 26.823, 29.155, 28.696, 32.429, 59.507, 60.166, 59.674, 59.983, 59.564, 29.594, 28.547, 29.115, 28.399, 28.722, 54.033, 54.995, 54.656, 54.754, 54.244, 4.704, 4.656, 4.226, 4.788, 4.284
131113, 180.190, 181.559, 181.266, 185.497, 181.677, 45.426, 42.074, 47.631, 43.394, 45.522, 91.992, 92.264, 94.452, 92.883, 91.352, 45.026, 42.953, 44.827, 44.242, 43.851, 82.760, 86.517, 85.457, 85.147, 85.133, 9.334, 8.194, 9.120, 8.361, 7.840
196841, 287.456, 288.373, 287.831, 285.081, 285.789, 67.195, 67.793, 70.223, 67.447, 74.054, 144.252, 143.749, 149.564, 146.065, 147.044, 67.073, 65.593, 67.528, 67.930, 67.199, 126.157, 129.921, 129.879, 130.696, 129.721, 15.557, 15.680, 14.011, 15.682, 15.318
295520, 435.761, 433.124, 438.262, 439.026, 434.679, 109.057, 117.837, 117.366, 107.968, 110.385, 229.623, 229.443, 228.707, 227.908, 226.080, 101.859, 108.595, 103.581, 104.325, 105.413, 191.972, 198.386, 194.842, 200.194, 193.150, 26.828, 27.925, 26.667, 27.891, 26.772
443668, 677.101, 674.311, 677.147, 671.207, 679.543, 171.456, 167.872, 163.096, 176.331, 176.492, 352.849, 346.778, 352.343, 348.382, 355.627, 159.623, 156.001, 157.633, 157.313, 151.581, 291.813, 301.226, 297.563, 302.846, 296.712, 49.956, 41.217, 45.291, 40.837, 44.938
666084, 1038.582, 1033.814, 1033.781, 1033.741, 1033.922, 274.485, 253.810, 272.685, 272.484, 282.657, 523.163, 522.602, 523.081, 522.557, 523.691, 239.627, 232.029, 235.393, 246.182, 242.112, 437.243, 451.834, 449.056, 453.690, 444.875, 74.068, 73.532, 72.202, 73.208, 71.787
1000000, 1599.298, 1592.586, 1600.545, 1601.641, 1609.256, 401.856, 388.401, 417.457, 383.977, 398.185, 829.567, 830.856, 827.776, 824.578, 824.672, 355.409, 358.972, 353.173, 361.015, 354.204, 660.896, 683.961, 675.668, 691.319, 671.262, 104.664, 107.850, 105.162, 107.975, 105.094
